,show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in
6918,s1458,1,Jenni Rivera: Mariposa de Barrio,3066,80,2021-01-01,2017,8,1 Season,"Spanish-Language TV Shows, TV Dramas"
6919,s1620,1,Oddbods,3066,79,2020-12-01,2017,10,1 Season,"Kids' TV, TV Comedies"
6920,s1461,1,Monarca,3066,44,2021-01-01,2021,8,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
6921,s1466,1,The Haunted Hathaways,3066,80,2021-01-01,2013,7,2 Seasons,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy"
6922,s1467,0,The Minimalists: Less Is Now,3066,80,2021-01-01,2021,6,54 min,Documentaries
6923,s1474,1,Chilling Adventures of Sabrina,3066,80,2020-12-31,2020,6,4 Seasons,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy"
6924,s1477,1,Best Leftovers Ever!,3066,80,2020-12-30,2020,7,1 Season,Reality TV
6925,s1478,1,Dare Me,3066,80,2020-12-30,2019,8,1 Season,"Crime TV Shows, TV Dramas, TV Thrillers"
6926,s1479,1,Equinox,3066,17,2020-12-30,2020,8,1 Season,"International TV Shows, TV Mysteries, TV Thrillers"
6927,s1481,1,Still Game,3066,79,2020-12-30,2018,6,9 Seasons,"British TV Shows, Classic & Cult TV, International TV Shows"
6928,s1484,1,A Love So Beautiful,3066,68,2020-12-28,2020,9,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
6929,s1488,1,Sakho & Mangane,3066,62,2020-12-27,2019,8,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
6930,s1490,1,Regiment Diaries,3066,29,2020-12-26,2020,9,2 Seasons,"Docuseries, International TV Shows"
6931,s1493,1,Bridgerton,3066,80,2020-12-25,2020,8,1 Season,"Romantic TV Shows, TV Dramas"
6932,s1504,1,Lovestruck in the City,3066,68,2020-12-22,2020,6,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
6933,s1506,1,Rhyme Time Town Singalongs,3066,80,2020-12-22,2020,10,1 Season,Kids' TV
6934,s1689,1,We Are the Champions,3066,80,2020-11-17,2020,8,1 Season,"Docuseries, Reality TV"
6935,s1507,1,Shaun the Sheep,3066,79,2020-12-22,2016,10,2 Seasons,"British TV Shows, Kids' TV, TV Comedies"
6936,s1509,1,Timmy Time,3066,79,2020-12-22,2010,10,1 Season,"British TV Shows, Kids' TV"
6937,s1515,1,Diamond City,3066,67,2020-12-18,2019,8,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
6938,s1517,1,Home for Christmas,3066,50,2020-12-18,2020,8,2 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies"
6939,s1528,1,Morphle,3066,47,2020-12-17,2020,10,2 Seasons,"British TV Shows, Kids' TV"
6940,s1529,1,Run On,3066,68,2020-12-17,2020,8,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
6941,s1536,1,How To Ruin Christmas,3066,67,2020-12-16,2020,8,1 Season,"International TV Shows, TV Comedies, TV Dramas"
6942,s1539,1,Marvel Anime: Wolverine,3066,80,2020-12-16,2011,6,1 Season,"Anime Series, International TV Shows"
6943,s1540,1,Marvel Anime: X-Men,3066,36,2020-12-16,2011,6,1 Season,"Anime Series, International TV Shows"
6944,s1544,1,Black Ink Crew New York,3066,80,2020-12-15,2014,6,2 Seasons,Reality TV
6945,s1546,1,Pup Academy,3066,80,2020-12-15,2020,10,2 Seasons,"Kids' TV, TV Comedies"
6946,s1548,1,Teen Mom 2,3066,80,2020-12-15,2011,6,2 Seasons,Reality TV
6947,s1549,1,The Challenge,3066,80,2020-12-15,2006,6,2 Seasons,Reality TV
6948,s1552,1,Hilda,3066,79,2020-12-14,2021,11,2 Seasons,Kids' TV
6949,s1553,1,Tiny Pretty Things,3066,80,2020-12-14,2020,8,1 Season,"TV Dramas, TV Mysteries, TV Thrillers"
6950,s1555,1,Children of Adam,3066,40,2020-12-12,2020,6,1 Season,"International TV Shows, TV Dramas, TV Thrillers"
6951,s1556,1,Grizzy et les Lemmings,3066,20,2020-12-12,2018,10,2 Seasons,"Kids' TV, TV Comedies"
6952,s1560,1,The Mess You Leave Behind,3066,70,2020-12-11,2020,8,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
6953,s1519,0,Ma Rainey's Black Bottom: A Legacy Brought to Screen,3066,52,2020-12-18,2020,9,32 min,"Documentaries, Music & Musicals"
6954,s1563,1,Alice in Borderland,3066,36,2020-12-10,2020,8,1 Season,"International TV Shows, TV Action & Adventure, TV Mysteries"
6955,s1570,1,Masameer Classics,3066,61,2020-12-09,2013,6,4 Seasons,"International TV Shows, TV Comedies"
6956,s1571,1,Once Upon a Time,3066,18,2020-12-09,2019,6,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
6957,s1573,1,The Big Show Show,3066,80,2020-12-09,2020,7,2 Seasons,"Kids' TV, TV Comedies"
6958,s1574,1,The Expanding Universe of Ashley Garcia,3066,80,2020-12-09,2020,9,3 Seasons,"Kids' TV, TV Comedies, Teen TV Shows"
6959,s1575,1,The Surgeon's Cut,3066,80,2020-12-09,2020,6,1 Season,"Docuseries, Science & Nature TV"
6960,s1578,0,Emicida: AmarElo - It’s All For Yesterday,3066,6,2020-12-08,2020,8,90 min,"Documentaries, International Movies, Music & Musicals"
6961,s1579,1,Juman,3066,39,2020-12-08,2019,9,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
6962,s1580,1,Mr. Iglesias,3066,80,2020-12-08,2020,6,3 Seasons,"TV Comedies, Teen TV Shows"
6963,s1584,1,100 Days My Prince,3066,68,2020-12-07,2018,6,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
6964,s1590,1,Bhaag Beanie Bhaag,3066,29,2020-12-04,2020,8,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
6965,s1591,1,Big Mouth,3066,80,2020-12-04,2020,8,4 Seasons,TV Comedies
6966,s1594,1,Kings of Jo'Burg,3066,67,2020-12-04,2020,8,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
6967,s1595,0,Leyla Everlasting,3066,76,2020-12-04,2020,8,113 min,"Comedies, International Movies"
6968,s1604,1,Alien Worlds,3066,79,2020-12-02,2020,9,1 Season,"British TV Shows, Docuseries, International TV Shows"
6969,s1606,1,Check The Store Next Door: The Next Chapter,3066,30,2020-12-02,2020,6,2 Seasons,"International TV Shows, TV Comedies, TV Dramas"
6970,s1612,1,Are You The One,3066,80,2020-12-01,2014,6,2 Seasons,Reality TV
6971,s1615,1,Gormiti,3066,70,2020-12-01,2018,10,1 Season,Kids' TV
6972,s1623,1,Stargate SG-1,3066,80,2020-12-01,2006,8,10 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Sci-Fi & Fantasy"
6973,s1624,1,The Bachelorette,3066,80,2020-12-01,2010,6,1 Season,"Reality TV, Romantic TV Shows"
6974,s1626,1,The Guest,3066,68,2020-12-01,2018,6,1 Season,"International TV Shows, TV Horror, TV Mysteries"
6975,s1628,1,The Holiday Movies That Made Us,3066,80,2020-12-01,2020,9,1 Season,Docuseries
6976,s1629,1,The Repair Shop,3066,79,2020-12-01,2018,9,1 Season,"British TV Shows, Reality TV"
6977,s1635,1,The Uncanny Counter,3066,68,2020-11-29,2020,6,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas"
6978,s1639,1,Fabulous Lives of Bollywood Wives,3066,29,2020-11-27,2020,8,1 Season,"International TV Shows, Reality TV"
6979,s1759,1,LEGO Ninjago,3066,10,2020-11-01,2020,11,2 Seasons,Kids' TV
6980,s1640,1,Heartbreak High,3066,1,2020-11-27,1999,6,7 Seasons,"International TV Shows, TV Dramas, Teen TV Shows"
6981,s1641,1,Over Christmas,3066,22,2020-11-27,2020,8,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
6982,s1642,1,Sugar Rush Christmas,3066,80,2020-11-27,2020,6,2 Seasons,Reality TV
6983,s1650,1,Great Pretender,3066,36,2020-11-25,2020,8,2 Seasons,"Anime Series, Crime TV Shows, International TV Shows"
6984,s1659,1,Valentino,3066,18,2020-11-24,2020,6,1 Season,"International TV Shows, TV Comedies, TV Dramas"
6985,s1662,1,Strongest Deliveryman,3066,68,2020-11-23,2017,8,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
6986,s1668,1,Flavorful Origins,3066,12,2020-11-20,2020,7,3 Seasons,"Docuseries, International TV Shows"
6987,s1671,1,Mismatched,3066,29,2020-11-20,2020,8,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
6988,s1673,1,Voices of Fire,3066,80,2020-11-20,2020,9,1 Season,"Docuseries, Reality TV"
6989,s1685,1,Holiday Home Makeover with Mr. Christmas,3066,80,2020-11-18,2020,7,1 Season,Reality TV
6990,s1688,1,The Boss Baby: Back in Business,3066,80,2020-11-17,2020,11,4 Seasons,"Kids' TV, TV Comedies"
6991,s1694,1,Beyblade Burst Rise,3066,36,2020-11-15,2019,10,1 Season,"Anime Series, Kids' TV"
6992,s1697,1,Polly Pocket,3066,10,2020-11-15,2021,10,2 Seasons,Kids' TV
6993,s1698,1,Survivor,3066,80,2020-11-15,2014,6,2 Seasons,Reality TV
6994,s1699,1,The Crown,3066,79,2020-11-15,2020,8,4 Seasons,"British TV Shows, International TV Shows, TV Dramas"
6995,s1702,1,American Horror Story,3066,80,2020-11-13,2019,8,9 Seasons,"TV Horror, TV Mysteries, TV Thrillers"
6996,s1709,1,Ethos,3066,76,2020-11-12,2020,8,1 Season,"International TV Shows, TV Dramas"
6997,s1712,1,Graceful Friends,3066,68,2020-11-12,2020,8,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
6998,s1717,1,Aunty Donna's Big Ol' House of Fun,3066,1,2020-11-11,2020,8,1 Season,TV Comedies
6999,s1718,1,The Liberator,3066,80,2020-11-11,2020,8,1 Season,"TV Action & Adventure, TV Dramas"
7000,s1719,1,Trial 4,3066,80,2020-11-11,2020,8,1 Season,"Crime TV Shows, Docuseries"
7002,s1723,1,DASH & LILY,3066,80,2020-11-10,2020,6,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas"
7003,s1725,1,Bakugan: Battle Planet,3066,36,2020-11-06,2018,9,1 Season,"Anime Series, Kids' TV"
7004,s1727,1,Country Ever After,3066,80,2020-11-06,2020,9,1 Season,Reality TV
7005,s1731,1,Wrong Kind of Black,3066,1,2020-11-06,2018,8,1 Season,"International TV Shows, TV Comedies, TV Dramas"
7006,s1758,1,LEGO Jurassic World: Secret Exhibit,3066,80,2020-11-01,2018,10,1 Season,Kids' TV
7007,s1738,1,Paranormal,3066,18,2020-11-05,2020,6,1 Season,"International TV Shows, TV Dramas, TV Horror"
7008,s1739,0,A Christmas Catch,3066,10,2020-11-04,2018,7,87 min,"Dramas, Romantic Movies"
7009,s1724,1,Bakugan: Armored Alliance,3066,52,2020-11-06,2020,11,1 Season,"Anime Series, Kids' TV"
7010,s1741,1,Love & Anarchy,3066,71,2020-11-04,2020,8,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
7011,s1747,1,Can You Hear Me?,3066,10,2020-11-02,2020,8,2 Seasons,"International TV Shows, TV Comedies, TV Dramas"
7012,s1749,1,60 Days In,3066,80,2020-11-01,2019,8,1 Season,Reality TV
7013,s1751,1,Dawson's Creek,3066,80,2020-11-01,2002,6,6 Seasons,"Romantic TV Shows, TV Dramas, Teen TV Shows"
7014,s1755,1,Forged in Fire,3066,80,2020-11-01,2019,6,1 Season,Reality TV
7015,s1756,1,Leah Remini: Scientology and the Aftermath,3066,80,2020-11-01,2018,6,3 Seasons,Docuseries
7016,s1757,1,LEGO Jurassic World: Legend of Isla Nublar,3066,80,2020-11-01,2019,10,1 Season,Kids' TV
7017,s2945,1,Who Killed Malcolm X?,3066,80,2020-02-07,2020,8,1 Season,"Crime TV Shows, Docuseries"
7018,s1760,1,LEGO Ninjago: Masters of Spinjitzu,3066,17,2020-11-01,2019,11,10 Seasons,Kids' TV
7019,s1761,1,LEGO: CITY Adventures,3066,80,2020-11-01,2019,10,1 Season,"Kids' TV, TV Comedies"
7020,s1766,1,The Garfield Show,3066,20,2020-11-01,2018,10,4 Seasons,"Kids' TV, TV Comedies"
7021,s1767,1,The Good Detective,3066,68,2020-11-01,2020,8,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
7022,s1770,1,Voice,3066,68,2020-11-01,2018,6,2 Seasons,"Crime TV Shows, International TV Shows, Korean TV Shows"
7023,s1774,1,Zumbo's Just Desserts,3066,1,2020-10-31,2019,9,1 Season,"International TV Shows, Reality TV"
7024,s1780,1,Marvel's Agents of S.H.I.E.L.D.,3066,80,2020-10-30,2020,6,7 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy"
7025,s1782,1,Somebody Feed Phil,3066,80,2020-10-30,2020,6,4 Seasons,"Docuseries, Reality TV"
7026,s1783,1,Suburra: Blood on Rome,3066,34,2020-10-30,2020,8,3 Seasons,"Crime TV Shows, International TV Shows, TV Dramas"
7027,s1791,1,Blood of Zeus,3066,80,2020-10-27,2020,8,1 Season,Anime Series
7028,s1872,0,Super Monsters: Dia de los Monsters,3066,10,2020-10-09,2020,10,25 min,Children & Family Movies
7029,s1792,1,Chico Bon Bon: Monkey with a Tool Belt,3066,80,2020-10-27,2020,10,4 Seasons,Kids' TV
7030,s1800,1,Barbarians,3066,22,2020-10-23,2020,8,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas"
7031,s1804,1,Stolen Away,3066,70,2020-10-23,2020,8,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
7032,s1805,1,The Queen's Gambit,3066,80,2020-10-23,2020,8,1 Season,TV Dramas
7033,s1814,1,My Next Guest Needs No Introduction With David Letterman,3066,80,2020-10-21,2020,8,3 Seasons,Stand-Up Comedy & Talk Shows
7034,s1835,1,Start-Up,3066,68,2020-10-18,2020,6,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
7035,s1838,1,Grand Army,3066,80,2020-10-16,2020,8,1 Season,"TV Dramas, Teen TV Shows"
7036,s1840,1,La Révolution,3066,20,2020-10-16,2020,8,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas"
7037,s1842,1,The Last Kids on Earth,3066,80,2020-10-16,2020,11,3 Seasons,"Kids' TV, TV Comedies"
7038,s1848,1,Fireman Sam,3066,79,2020-10-15,2018,10,4 Seasons,"British TV Shows, Kids' TV"
7039,s1849,1,Half & Half,3066,80,2020-10-15,2005,6,4 Seasons,TV Comedies
7040,s1852,1,One on One,3066,80,2020-10-15,2006,6,5 Seasons,"TV Comedies, Teen TV Shows"
7041,s1853,1,Power Rangers Beast Morphers,3066,80,2020-10-15,2020,11,2 Seasons,Kids' TV
7042,s1855,1,Social Distance,3066,80,2020-10-15,2020,8,1 Season,"TV Comedies, TV Dramas"
7043,s1861,1,The Cabin with Bert Kreischer,3066,80,2020-10-13,2020,8,1 Season,"Reality TV, TV Comedies"
7044,s1865,1,Kipo and the Age of Wonderbeasts,3066,80,2020-10-12,2020,11,3 Seasons,"Kids' TV, TV Comedies"
7045,s1829,1,Unsolved Mysteries,3066,52,2020-10-19,2020,8,2 Seasons,"Crime TV Shows, Docuseries"
7046,s1874,1,The Haunting of Bly Manor,3066,80,2020-10-09,2020,8,1 Season,"TV Dramas, TV Horror, TV Mysteries"
7047,s1876,1,Do Do Sol Sol La La Sol,3066,68,2020-10-08,2020,6,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
7048,s1878,1,Private Lives,3066,68,2020-10-08,2020,6,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
7049,s1879,1,The 100,3066,80,2020-10-08,2020,8,7 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy"
7050,s1886,1,Bad Boy Billionaires: India,3066,29,2020-10-05,2020,6,1 Season,"British TV Shows, Docuseries, International TV Shows"
7051,s1894,1,DreamWorks Happy Holidays from Madagascar,3066,80,2020-10-02,2005,9,1 Season,"Kids' TV, TV Comedies"
7052,s1895,1,Emily in Paris,3066,80,2020-10-02,2020,8,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas"
7053,s1896,1,H2O: Just Add Water,3066,1,2020-10-02,2009,9,3 Seasons,"Kids' TV, TV Dramas"
7054,s1907,1,Evil,3066,80,2020-10-01,2019,6,1 Season,TV Dramas
7055,s1908,1,Familiar Wife,3066,68,2020-10-01,2018,8,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
7056,s1909,1,Food Wars!: Shokugeki no Soma,3066,36,2020-10-01,2016,8,2 Seasons,"Anime Series, International TV Shows, Teen TV Shows"
7057,s1911,1,"Good Morning, Verônica",3066,6,2020-10-01,2020,8,1 Season,"Crime TV Shows, International TV Shows, TV Mysteries"
7058,s1916,1,Oktoberfest: Beer & Blood,3066,22,2020-10-01,2020,8,1 Season,"International TV Shows, TV Dramas"
7059,s1918,1,Secreto bien guardado,3066,0,2020-10-01,2019,8,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
7060,s1919,1,Sword Art Online,3066,36,2020-10-01,2018,8,3 Seasons,"Anime Series, International TV Shows"
7061,s1923,1,The Parkers,3066,80,2020-10-01,2003,9,5 Seasons,TV Comedies
7062,s1924,1,The Unicorn,3066,80,2020-10-01,2019,6,1 Season,"TV Comedies, TV Dramas"
7063,s1926,1,You Cannot Hide,3066,44,2020-10-01,2020,8,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
7064,s1929,1,Black Butler,3066,36,2020-09-30,2010,8,3 Seasons,"Anime Series, International TV Shows"
7065,s1930,1,Man with a Plan,3066,80,2020-09-30,2020,9,4 Seasons,TV Comedies
7066,s1933,0,The Boys in the Band: Something Personal,3066,80,2020-09-30,2020,8,28 min,"Documentaries, LGBTQ Movies"
7067,s1934,1,Wentworth,3066,1,2020-09-30,2020,8,8 Seasons,"Crime TV Shows, TV Dramas"
7068,s1948,1,"Whose Vote Counts, Explained",3066,80,2020-09-28,2020,9,1 Season,Docuseries
7069,s1949,1,Van Helsing,3066,80,2020-09-27,2019,8,4 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas"
7070,s1950,1,The Good Place,3066,80,2020-09-26,2020,6,4 Seasons,TV Comedies
7071,s1952,1,A Perfect Crime,3066,22,2020-09-25,2020,6,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
7072,s1955,1,Sneakerheads,3066,80,2020-09-25,2020,8,1 Season,TV Comedies
7073,s1956,1,The School Nurse Files,3066,68,2020-09-25,2020,8,1 Season,"International TV Shows, TV Dramas, TV Mysteries"
7074,s1959,1,The Chef Show,3066,80,2020-09-24,2020,8,4 Seasons,Docuseries
7075,s1962,1,The Playbook,3066,80,2020-09-22,2020,8,1 Season,Docuseries
7076,s1979,1,Ratched,3066,80,2020-09-18,2020,8,1 Season,"TV Dramas, TV Horror, TV Mysteries"
7077,s1980,1,The American Barbecue Showdown,3066,80,2020-09-18,2020,7,1 Season,Reality TV
7078,s1981,1,The Blacklist,3066,80,2020-09-18,2019,6,7 Seasons,"Crime TV Shows, TV Dramas, TV Thrillers"
7079,s2098,0,Rising Phoenix,3066,79,2020-08-26,2020,4,107 min,"Documentaries, International Movies, Sports Movies"
7080,s1989,1,The Last Word,3066,22,2020-09-17,2020,8,1 Season,"International TV Shows, TV Comedies, TV Dramas"
7081,s1990,1,Baby,3066,34,2020-09-16,2020,8,3 Seasons,"International TV Shows, TV Dramas, Teen TV Shows"
7082,s1991,1,Challenger,3066,80,2020-09-16,2020,6,1 Season,"Docuseries, Science & Nature TV"
7083,s1992,1,Criminal: UK,3066,79,2020-09-16,2020,8,2 Seasons,"British TV Shows, Crime TV Shows, International TV Shows"
7084,s1994,1,Signs,3066,56,2020-09-16,2020,8,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas"
7085,s1995,1,Sing On!,3066,80,2020-09-16,2020,9,1 Season,Reality TV
7086,s2003,1,Taco Chronicles,3066,80,2020-09-15,2020,8,2 Seasons,"Docuseries, International TV Shows, Reality TV"
7087,s2007,1,Buddi,3066,79,2020-09-11,2020,10,2 Seasons,"British TV Shows, Kids' TV"
7088,s2692,1,Brews Brothers,3066,80,2020-04-10,2020,8,1 Season,TV Comedies
7089,s2009,1,Family Business,3066,20,2020-09-11,2020,8,2 Seasons,"International TV Shows, TV Comedies, TV Dramas"
7090,s2010,1,Girlfriends,3066,80,2020-09-11,2007,6,8 Seasons,TV Comedies
7091,s2013,1,The Barrier,3066,70,2020-09-11,2020,8,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
7092,s2014,1,The Duchess,3066,79,2020-09-11,2020,8,1 Season,"British TV Shows, International TV Shows, TV Comedies"
7093,s2022,1,Greenleaf,3066,80,2020-09-10,2020,6,5 Seasons,TV Dramas
7094,s2693,0,LA Originals,3066,80,2020-04-10,2020,8,92 min,"Documentaries, International Movies, Music & Musicals"
7095,s2033,1,Get Organized with The Home Edit,3066,80,2020-09-09,2020,9,1 Season,Reality TV
7096,s2038,1,Record of Youth,3066,68,2020-09-08,2020,6,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
7097,s2043,1,Cleverman,3066,1,2020-09-05,2017,8,1 Season,"TV Dramas, TV Sci-Fi & Fantasy, TV Thrillers"
7098,s1984,1,Dragon's Dogma,3066,52,2020-09-17,2020,8,1 Season,"Anime Series, International TV Shows"
7099,s2045,1,Away,3066,80,2020-09-04,2020,6,1 Season,"Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy"
7100,s2048,1,Spirit Riding Free: Riding Academy,3066,80,2020-09-04,2020,11,2 Seasons,Kids' TV
7101,s2054,1,Young Wallander,3066,79,2020-09-03,2020,8,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
7102,s2055,1,Chef's Table: BBQ,3066,80,2020-09-02,2020,6,1 Season,"Docuseries, Reality TV"
7103,s2063,1,Blue Exorcist,3066,36,2020-09-01,2017,8,2 Seasons,"Anime Series, International TV Shows"
7104,s2064,1,Bookmarks,3066,80,2020-09-01,2020,10,1 Season,Kids' TV
7105,s2065,1,Borgen,3066,17,2020-09-01,2012,8,3 Seasons,"International TV Shows, TV Dramas"
7106,s2067,1,Erased,3066,36,2020-09-01,2016,6,1 Season,"Anime Series, International TV Shows, TV Thrillers"
7107,s2069,1,Felipe Esparza: Bad Decisions,3066,80,2020-09-01,2020,8,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies"
7108,s2070,1,H,3066,20,2020-09-01,2002,8,4 Seasons,"International TV Shows, TV Comedies"
7109,s2071,1,Heidi,3066,20,2020-09-01,2020,11,1 Season,Kids' TV
7110,s2074,1,"Sister, Sister",3066,80,2020-09-01,1998,9,6 Seasons,"TV Comedies, Teen TV Shows"
7111,s2079,1,The Promised Neverland,3066,36,2020-09-01,2019,6,1 Season,"Anime Series, International TV Shows, TV Thrillers"
7112,s2086,1,I AM A KILLER: RELEASED,3066,79,2020-08-28,2020,8,1 Season,"British TV Shows, Crime TV Shows, Docuseries"
7113,s2087,1,Masaba Masaba,3066,29,2020-08-28,2020,8,1 Season,"International TV Shows, TV Comedies, TV Dramas"
7114,s2090,1,Aggretsuko,3066,36,2020-08-27,2020,6,3 Seasons,"Anime Series, International TV Shows"
7115,s2094,1,Her Mother's Killer,3066,13,2020-08-26,2020,8,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
7116,s2097,1,Million Dollar Beach House,3066,80,2020-08-26,2020,8,1 Season,Reality TV
7117,s2099,1,Emily's Wonder Lab,3066,80,2020-08-25,2020,10,1 Season,Kids' TV
7118,s2100,1,Trinkets,3066,80,2020-08-25,2020,8,2 Seasons,"TV Dramas, Teen TV Shows"
7119,s2103,1,Ojos in d' House,3066,49,2020-08-22,2013,7,1 Season,"International TV Shows, TV Comedies"
7120,s2106,1,Hoops,3066,80,2020-08-21,2020,8,1 Season,TV Comedies
7121,s2107,1,Rust Valley Restorers,3066,10,2020-08-21,2020,6,3 Seasons,"International TV Shows, Reality TV"
7122,s2110,0,John Was Trying to Contact Aliens,3066,80,2020-08-20,2020,9,17 min,"Documentaries, LGBTQ Movies"
7123,s2113,1,DeMarcus Family Rules,3066,80,2020-08-19,2020,6,1 Season,Reality TV
7124,s2114,1,High Score,3066,80,2020-08-19,2020,6,1 Season,"Docuseries, Science & Nature TV"
7125,s2119,1,Glitch Techs,3066,80,2020-08-17,2020,11,2 Seasons,Kids' TV
7126,s2123,1,Stranger,3066,68,2020-08-16,2020,8,2 Seasons,"Crime TV Shows, International TV Shows, Korean TV Shows"
7127,s2125,1,Rita,3066,17,2020-08-15,2020,8,5 Seasons,"International TV Shows, TV Comedies, TV Dramas"
7128,s2126,1,Takki,3066,61,2020-08-15,2014,6,2 Seasons,"International TV Shows, TV Dramas"
7129,s2128,1,3%,3066,6,2020-08-14,2020,8,4 Seasons,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy"
7130,s2134,1,Teenage Bounty Hunters,3066,80,2020-08-14,2020,8,1 Season,"Crime TV Shows, TV Comedies, TV Dramas"
7131,s2135,1,The Great Heist,3066,13,2020-08-14,2020,8,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
7132,s2136,1,The Legend of Korra,3066,80,2020-08-14,2014,11,4 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy"
7133,s2137,1,Zoids Wild,3066,36,2020-08-14,2018,11,1 Season,"Anime Series, Kids' TV"
7134,s2102,1,Baewatch: Parental Guidance,3066,52,2020-08-22,2019,8,1 Season,"British TV Shows, Reality TV, Romantic TV Shows"
7135,s2145,1,GAME ON: A Comedy Crossover Event,3066,80,2020-08-10,2020,7,1 Season,"Kids' TV, TV Comedies"
7136,s2146,1,Terrace House: Tokyo 2019-2020,3066,36,2020-08-10,2019,8,2 Seasons,"International TV Shows, Reality TV"
7137,s2149,1,The Governor,3066,49,2020-08-08,2016,6,1 Season,"International TV Shows, TV Dramas"
7138,s2152,1,High Seas,3066,70,2020-08-07,2020,8,3 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
7139,s2154,1,Sing On! Germany,3066,22,2020-08-07,2020,9,1 Season,"International TV Shows, Reality TV"
7140,s2157,1,Tiny Creatures,3066,80,2020-08-07,2020,9,1 Season,"Docuseries, Science & Nature TV, TV Action & Adventure"
7141,s2158,1,Wizards: Tales of Arcadia,3066,80,2020-08-07,2020,11,1 Season,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy"
7142,s2159,1,Word Party Songs,3066,80,2020-08-07,2020,10,1 Season,Kids' TV
7143,s2161,1,Ever After High,3066,10,2020-08-06,2016,11,5 Seasons,Kids' TV
7144,s2163,1,The Rain,3066,17,2020-08-06,2020,8,3 Seasons,"International TV Shows, TV Dramas, TV Mysteries"
7145,s2166,1,World's Most Wanted,3066,80,2020-08-05,2020,6,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
7146,s2169,1,Mystery Lab,3066,6,2020-08-04,2020,9,1 Season,"Docuseries, International TV Shows, Science & Nature TV"
7147,s2171,1,Immigration Nation,3066,80,2020-08-03,2020,8,1 Season,Docuseries
7148,s2174,1,Moesha,3066,80,2020-08-01,2000,9,6 Seasons,"TV Comedies, Teen TV Shows"
7149,s2175,1,My Perfect Landing,3066,10,2020-08-01,2020,7,1 Season,Kids' TV
7150,s2176,1,Nagi-Asu: A Lull in the Sea,3066,36,2020-08-01,2014,6,1 Season,"Anime Series, Romantic TV Shows, Teen TV Shows"
7151,s2179,1,The Next Step,3066,10,2020-08-01,2018,7,1 Season,"Kids' TV, Reality TV, TV Dramas"
7152,s2181,1,Toradora!,3066,36,2020-08-01,2008,6,1 Season,"Anime Series, International TV Shows, Romantic TV Shows"
